id,title,type,age,description,address,city,state,zip_code,latitude,longitude,sale_price,rent_price,area,rooms,bath_rooms,image_links,owner_id
275,molestie sed justo,Matsoft,80,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",66 Hintze Park,Richardson,TX,75080,34.006000,-80.970800,13665874.85,6574.70,8987.26,8,3,,228
279,placerat praesent,Holdlamis,74,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",30 Logan Place,Marion,PA,17235,44.805500,-93.766500,24812462.11,1751.59,1304.50,7,4,,246
319,integer tincidunt ante,Tresom,73,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",9 Mendota Terrace,Washington Navy Yard,DC,20374,43.286000,-77.684300,25102658.31,860.03,2643.39,9,4,,13
341,a,Quo Lux,63,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,98 Delaware Hill,Gilbert,MN,55741,34.888200,-81.969000,24342262.63,6434.44,3408.67,6,4,,266
358,in sagittis dui,Cookley,61,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",5883 Portage Pass,Glen Lyon,PA,18617,42.415600,-92.270300,26494042.12,7572.25,3310.45,6,5,,5
381,dignissim vestibulum vestibulum,Daltfresh,29,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.",72 Carey Plaza,Riverside,CA,92517,38.916400,-76.994800,2313606.90,4007.29,7643.59,7,5,,173
386,orci luctus,Asoka,95,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.",80 Bunker Hill Court,Grand Junction,CO,81501,29.083800,-81.033600,22644873.32,1381.06,5232.72,6,4,,249
398,ut,Alpha,91,"Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",8 Sycamore Center,Farley,MO,64028,30.033000,-89.882600,16986812.33,984.01,9557.94,7,2,,16
414,aliquet,Sub-Ex,56,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",14126 Ryan Trail,Priest River,ID,83856,35.260000,-80.804200,7923547.55,3110.55,2126.27,5,5,,264
159,in blandit ultrices,Andalax,95,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",4868 Fisk Lane,Yuma,AZ,85365,41.970500,-70.701400,25468100.65,3867.31,2952.53,8,2,,182
177,varius nulla,Sub-Ex,87,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",03 Basil Trail,Sunset Beach,NC,28468,25.558400,-80.458200,24144560.05,722.04,499.71,9,2,,298
185,felis fusce,Daltfresh,87,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",3049 Arkansas Place,Otoe,NE,68417,39.166800,-84.538200,27685967.17,7261.42,3318.49,8,5,,127
198,ut at dolor,Pannier,24,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",31867 Warrior Terrace,Gordonsville,VA,22942,42.325300,-71.112200,11782391.30,5900.19,4243.70,8,3,,144
211,dui,Span,98,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.",461 Helena Point,Calvert,TX,77837,34.262800,-119.848600,8804599.00,3592.80,1353.23,8,5,,12
224,blandit lacinia erat,Voltsillam,57,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",8719 Dexter Way,New York,NY,10048,30.194900,-85.672700,23026954.00,537.02,248.14,9,3,,22
237,risus auctor,Zoolab,66,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",708 Blackbird Drive,Modest Town,VA,23412,37.258100,-93.343700,16971909.65,7503.75,399.98,6,3,,146
244,pellentesque,Veribet,54,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",4 Packers Point,Le Center,MN,56057,35.401500,-101.895100,21278277.79,774.10,1889.90,9,4,,82
255,luctus,Holdlamis,48,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",000 Muir Drive,Glenn,CA,95943,38.235200,-104.660000,8400035.00,5781.74,6443.89,9,5,,69
299,maecenas tincidunt,Daltfresh,39,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.

Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",0 Goodland Alley,Berwick,LA,70342,39.520700,-77.916200,13229107.25,3108.45,8040.59,6,4,,203
317,donec,It,66,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",4965 Stone Corner Way,Minneapolis,MN,55425,39.977200,-75.254500,5865453.00,7671.04,3563.53,10,4,,68
338,pede,Fixflex,62,"Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",05 Trailsway Road,Jackson,NC,27845,41.538600,-90.611500,1946134.00,3365.50,5600.98,5,5,,6
357,potenti nullam porttitor,Trippledex,49,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.",0 Park Meadow Plaza,Bella Vista,AR,72715,35.479400,-97.501700,25252111.58,540.06,6360.77,9,4,,73
371,hac habitasse,Lotstring,97,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",1 Waubesa Junction,Elverta,CA,95626,39.180200,-84.420400,12922168.21,595.77,8074.14,6,2,,159
400,praesent id,Subin,82,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",12 Kennedy Hill,Racine,WI,53403,47.112600,-122.779400,22965283.30,6926.33,1672.90,5,5,,249
404,vel enim sit,Bamity,52,"In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.",8321 8th Lane,Bliss,ID,83314,38.602600,-121.447500,1113057.85,2527.92,1401.07,6,4,,129
417,enim lorem ipsum,Opela,36,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",891 Daystar Circle,Houston,AR,72070,39.014200,-95.698200,16752028.78,1875.77,9720.93,5,3,,189
184,placerat praesent,Alphazap,37,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",8832 Melrose Crossing,London,KY,40743,43.012000,-85.630900,21357752.28,2625.70,8246.82,7,3,,218
197,morbi vel,Stronghold,97,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",02 Walton Drive,Palmyra,TN,37142,34.801900,-92.189400,7560682.00,2766.62,6472.20,7,3,,116
214,in,Redhold,58,"Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",6403 Grover Lane,Stuart,FL,34995,25.859400,-80.272500,29731436.03,3669.69,5504.88,5,2,,209
239,risus dapibus augue,Zamit,69,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",9387 Cascade Hill,Blanchard,ND,58009,36.921600,-76.017100,17734562.76,1524.55,7725.94,10,3,,141
254,eros vestibulum ac,Redhold,32,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",2 Eggendart Avenue,Maysel,WV,25133,32.763500,-117.202800,19862418.40,2355.24,4165.11,10,4,,243
266,tortor,Y-Solowarm,60,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",51 Bellgrove Street,Guys,TN,38339,39.070600,-84.417900,3540995.37,7276.93,4773.47,7,2,,79
276,vulputate nonummy maecenas,Kanlam,47,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",700 Prairie Rose Drive,Moscow,IA,52760,36.027500,-80.207300,20078603.46,7514.87,6470.76,6,4,,37
280,in libero,Trippledex,46,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",4067 Novick Park,Stevens Point,WI,54492,39.767300,-86.160600,16889738.41,932.34,6540.94,6,4,,179
302,volutpat erat,Otcom,81,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",33 Leroy Street,Shawnee,KS,66216,38.927300,-94.714300,18496558.40,5307.17,9279.23,8,4,,109
306,velit,Alphazap,85,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",9 Bowman Street,Monclova,OH,43542,35.551400,-97.407500,5751901.69,669.91,9136.67,10,3,,151
318,ut,Tres-Zap,23,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,072 Banding Place,Armstrong,MO,65230,40.034300,-75.121300,13496038.13,5350.16,3935.79,9,3,,47
359,parturient montes nascetur,Prodder,94,Sed ante. Vivamus tortor. Duis mattis egestas metus.,9825 Bellgrove Circle,Troutville,PA,15866,41.045600,-85.305800,25063405.47,3853.41,5341.53,9,4,,206
380,phasellus sit amet,Namfix,47,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",98 Dayton Way,Fairbanks,AK,99710,29.797100,-95.495800,28455411.49,7611.88,3156.96,7,4,,56
397,consequat,Vagram,53,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",9 Sycamore Street,Lewisville,TX,75067,33.276500,-112.187200,27717206.12,4204.74,6483.45,5,5,,268
410,eu sapien cursus,Wrapsafe,51,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",0928 Florence Trail,Sanborn,NY,14132,34.356200,-83.888200,23478198.49,7587.91,8628.68,8,5,,60
415,donec pharetra magna,Biodex,68,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",744 Riverside Park,El Paso,TX,88510,42.833300,-74.058000,16193618.99,7030.24,8818.70,5,4,,193
420,aenean,Veribet,73,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,88781 Macpherson Plaza,Henderson,NV,89015,40.651400,-73.870800,2540603.00,7813.53,7675.30,9,4,,33
439,nunc commodo placerat,Y-find,75,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",87 Mccormick Pass,Cedar Grove,IN,47016,30.290700,-97.764800,4008918.15,6331.21,6213.87,9,4,,164
455,in,Ronstring,99,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.",531 Glacier Hill Junction,Oxford,NC,27565,39.262700,-94.697000,22758485.91,980.37,617.55,8,4,,203
300,amet,Cookley,85,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",8071 Forest Drive,Kansas City,KS,66160,47.432300,-121.803400,14794255.84,1632.35,691.59,5,4,,53
320,ut,Keylex,38,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",837 Raven Point,Erie,PA,16508,37.784800,-122.727800,17123457.95,4670.43,9034.86,7,2,,256
339,nibh in hac,Matsoft,28,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",31 Canary Avenue,Dayton,OH,45429,40.040000,-86.893600,22196607.53,739.07,9245.38,6,2,,273
346,lorem vitae mattis,Voyatouch,27,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",47159 Dahle Crossing,Darragh,PA,15625,39.864700,-86.013600,23899230.27,6226.00,9264.32,7,4,,237
360,auctor sed,Sonair,51,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",54 Sherman Alley,Lamesa,TX,79331,35.551400,-97.407500,11195802.82,5014.44,7994.96,5,2,,91
365,in congue etiam,Greenlam,88,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",042 Holy Cross Trail,San Jose,CA,95173,33.016900,-116.846000,19187255.02,4682.83,1186.60,10,4,,58
379,pede justo,Stringtough,94,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",3 Stuart Point,Raymond,IL,62560,37.680200,-121.921500,5590086.50,5687.92,8602.36,8,5,,75
384,eros elementum pellentesque,Biodex,74,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",0348 Delaware Park,Cookeville,TN,38503,26.659900,-81.893400,15950658.74,1833.83,8003.98,5,3,,157
399,sed,Veribet,61,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",11 Kinsman Junction,Southfield,MI,48075,42.338900,-70.919600,19271938.62,6406.76,8409.32,6,4,,63
436,natoque penatibus et,Zathin,24,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",891 Portage Place,Lucile,ID,83542,37.553500,-77.460400,13292145.29,4248.93,2341.99,10,3,,297
454,at,Solarbreeze,57,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",81 Northfield Street,Ragley,LA,70657,35.260000,-80.804200,28866554.87,7382.73,9070.49,10,5,,137
475,venenatis,Konklux,85,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",4 Loomis Park,Lawrenceville,VA,23868,39.441000,-84.575700,13272478.40,5634.28,9425.13,7,5,,221
495,lacinia,Transcof,100,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",7 Linden Plaza,Fairview,WV,26570,41.939900,-87.652800,3906955.00,3377.44,801.72,7,3,,248
518,dui vel,Otcom,81,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.",3 Pankratz Avenue,Levan,UT,84639,33.990900,-118.153200,12219770.04,7194.27,704.06,8,4,,188
536,ante vivamus,Viva,53,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",07430 Russell Terrace,Fitzpatrick,AL,36029,47.066200,-122.113200,21465772.53,2053.40,2242.51,8,3,,44
541,eu felis,Cardguard,95,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",9033 Marquette Pass,Coalville,UT,84017,30.614300,-87.275800,27880537.58,5937.88,6993.76,7,5,,274
556,libero quis orci,Bamity,59,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",3149 Grayhawk Point,North Bend,OR,97459,36.144000,-80.237600,4370845.74,3354.82,6081.48,7,5,,247
560,amet erat,Wrapsafe,76,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",41305 Clarendon Plaza,Husser,LA,70442,33.786600,-118.298700,9238641.00,3452.40,8317.27,5,2,,268
419,in,Flexidy,67,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",582 Jenifer Trail,Park River,ND,58270,41.596800,-86.293000,23379796.10,7921.76,7573.32,9,2,,150
427,posuere,Tempsoft,72,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",55 Manitowish Junction,Saint Paul,MN,55128,35.666500,-97.479800,29589860.17,4456.33,8503.18,10,4,,13
456,vestibulum,Biodex,74,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",2263 Bluestem Pass,Kings Bay,GA,31547,31.172100,-89.294800,3554675.66,628.46,8686.88,9,2,,248
465,sapien quis,Ronstring,86,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",24344 Jenna Road,Abilene,TX,79699,29.834000,-95.434200,14124866.57,3208.43,762.90,5,3,,276
